Correlation_Pair;Correlation_Value;Absolute_Correlation
diffPriceClosePoc_0_0 <-> diffPriceClose_VA16PvaL;0.0248;0.0248
diffPriceClosePoc_0_0 <-> diffPriceClose_VA16PPoc;0.0237;0.0237
diffPriceClosePoc_0_0 <-> poc_diff_11P_21P;-0.0235;0.0235
diffPriceClosePoc_0_0 <-> poc_diff_6P_16P;-0.0218;0.0218
deltaTimestampOpeningSection1min <-> diffPriceClosePoc_0_2;0.0206;0.0206
diffPriceClosePoc_0_0 <-> diffPriceClose_VA16PvaH;0.0204;0.0204
deltaTimestampOpeningSection1min <-> diffPriceClosePoc_0_4;0.0182;0.0182
deltaTimestampOpeningSection1min <-> diffPriceClosePoc_0_3;0.0172;0.0172
deltaTimestampOpeningSection1min <-> diffHighPrice_0_4;0.0167;0.0167
diffPriceClosePoc_0_0 <-> diffPriceClose_VA21PvaL;0.0163;0.0163
deltaTimestampOpeningSection1min <-> diffHighPrice_0_3;0.0160;0.0160
diffPriceClosePoc_0_0 <-> is_in_range_5_23;-0.0150;0.0150
diffPriceClosePoc_0_0 <-> diffVolDelta_0_1Ratio;0.0147;0.0147
deltaTimestampOpeningSection1min <-> diffPriceClosePoc_0_5;0.0143;0.0143
deltaTimestampOpeningSection1min <-> diffHighPrice_0_2;0.0139;0.0139
diffPriceClosePoc_0_0 <-> diffPriceClose_VA21PPoc;0.0136;0.0136
deltaTimestampOpeningSection1min <-> diffHighPrice_0_5;0.0131;0.0131
deltaTimestampOpeningSection1min <-> diffPriceClosePoc_0_1;0.0130;0.0130
deltaTimestampOpeningSection1min <-> diffPriceClosePoc_0_0;0.0127;0.0127
deltaTimestampOpeningSection1min <-> candleSizeTicks;0.0123;0.0123
diffPriceClosePoc_0_0 <-> poc_diff_ratio_6P_21P;-0.0114;0.0114
diffPriceClosePoc_0_0 <-> diffPriceClose_VA21PvaH;0.0106;0.0106
deltaTimestampOpeningSection1min <-> diffHighPrice_0_1;0.0105;0.0105
diffPriceClosePoc_0_0 <-> overlap_ratio_VA_6P_21P;0.0104;0.0104
diffPriceClosePoc_0_0 <-> bull_imbalance_low_2;-0.0104;0.0104
deltaTimestampOpeningSection1min <-> diffLowPrice_0_2;0.0103;0.0103
diffPriceClosePoc_0_0 <-> is_in_range_10_32;-0.0101;0.0101
diffPriceClosePoc_0_0 <-> poc_diff_6P_11P;-0.0100;0.0100
diffPriceClosePoc_0_0 <-> overlap_ratio_VA_6P_11P;0.0098;0.0098
deltaTimestampOpeningSection1min <-> diffLowPrice_0_3;0.0093;0.0093
deltaTimestampOpeningSection1min <-> bullish_extrem_revIntensity_ratio_extrem;nan;nan
deltaTimestampOpeningSection1min <-> bullish_extrem_zone_volume_ratio_extrem;nan;nan
deltaTimestampOpeningSection1min <-> bearish_extrem_pressure_ratio_extrem;0.0604;0.0604
deltaTimestampOpeningSection1min <-> bearish_extrem_zone_volume_ratio_extrem;-0.0142;0.0142
deltaTimestampOpeningSection1min <-> bullish_extrem_pressure_ratio_extrem;nan;nan
deltaTimestampOpeningSection1min <-> bearish_extrem_abs_ratio_extrem;-0.0399;0.0399
deltaTimestampOpeningSection1min <-> bullish_extrem_abs_ratio_extrem;nan;nan
deltaTimestampOpeningSection1min <-> bullish_extrem_vs_rest_activity_extrem;nan;nan
deltaTimestampOpeningSection1min <-> bearish_continuation_vs_reversal_extrem;-0.0718;0.0718
deltaTimestampOpeningSection1min <-> bullish_continuation_vs_reversal_extrem;nan;nan
deltaTimestampOpeningSection1min <-> bearish_repeat_ticks_ratio_extrem;0.1102;0.1102
deltaTimestampOpeningSection1min <-> bearish_extrem_revIntensity_ratio_extrem;-0.0794;0.0794
deltaTimestampOpeningSection1min <-> bearish_ask_bid_ratio;-0.0666;0.0666
deltaTimestampOpeningSection1min <-> ratioDeltaAbv;-0.0614;0.0614
deltaTimestampOpeningSection1min <-> diffVolDelta_0_1Ratio;-0.0594;0.0594
deltaTimestampOpeningSection1min <-> finished_auction_high;-0.0549;0.0549
deltaTimestampOpeningSection1min <-> bear_imbalance_low_2;0.0514;0.0514
deltaTimestampOpeningSection1min <-> diffPriceCloseVWAP;0.0504;0.0504
deltaTimestampOpeningSection1min <-> pocDeltaPocVolRatio;-0.0469;0.0469
deltaTimestampOpeningSection1min <-> bullish_abs_diff_blw;-0.0451;0.0451
deltaTimestampOpeningSection1min <-> bear_imbalance_high_2;0.0443;0.0443
deltaTimestampOpeningSection1min <-> range_strength_5_23;-0.0428;0.0428
deltaTimestampOpeningSection1min <-> bearish_ask_abs_ratio_abv;-0.0407;0.0407
deltaTimestampOpeningSection1min <-> finished_auction_low;-0.0365;0.0365
deltaTimestampOpeningSection1min <-> bullish_repeat_ticks_ratio_extrem;nan;nan
deltaTimestampOpeningSection1min <-> bearish_asc_dynamics;-0.0387;0.0387
deltaTimestampOpeningSection1min <-> bearish_asc_ask_bid_imbalance;-0.0387;0.0387
deltaTimestampOpeningSection1min <-> range_strength_10_32;-0.0364;0.0364
deltaTimestampOpeningSection1min <-> ratio_delta_vol_VA6P;-0.0361;0.0361
deltaTimestampOpeningSection1min <-> diffPriceCloseVWAPbyIndex;-0.0354;0.0354
deltaTimestampOpeningSection1min <-> bearish_imbalance_evolution;-0.0342;0.0342
deltaTimestampOpeningSection1min <-> ratio_delta_vol_VA11P;-0.0313;0.0313
deltaTimestampOpeningSection1min <-> bull_imbalance_low_1;0.0304;0.0304
deltaTimestampOpeningSection1min <-> bull_imbalance_high_1;-0.0304;0.0304
deltaTimestampOpeningSection1min <-> bearish_asc_dsc_ratio;-0.0291;0.0291
deltaTimestampOpeningSection1min <-> bullish_ask_score;-0.0289;0.0289
deltaTimestampOpeningSection1min <-> bull_imbalance_low_3;-0.0278;0.0278
deltaTimestampOpeningSection1min <-> bear_imbalance_low_1;0.0262;0.0262
deltaTimestampOpeningSection1min <-> bullish_bid_ratio;0.0245;0.0245
deltaTimestampOpeningSection1min <-> perct_VA11P;0.0242;0.0242
deltaTimestampOpeningSection1min <-> bearish_dsc_dynamics;0.0239;0.0239
deltaTimestampOpeningSection1min <-> bearish_dsc_ask_bid_imbalance;0.0239;0.0239
deltaTimestampOpeningSection1min <-> perct_VA6P;0.0232;0.0232
deltaTimestampOpeningSection1min <-> diffPriceClose_VA21PvaL;0.0225;0.0225
deltaTimestampOpeningSection1min <-> diffPriceClose_VA16PvaL;0.0221;0.0221
deltaTimestampOpeningSection1min <-> bearish_imnbScore_score;-0.0219;0.0219
deltaTimestampOpeningSection1min <-> ratioDeltaBlw;-0.0214;0.0214
deltaTimestampOpeningSection1min <-> bullish_ask_bid_ratio;0.0210;0.0210
deltaTimestampOpeningSection1min <-> perct_VA21P;0.0205;0.0205
deltaTimestampOpeningSection1min <-> diffPriceClose_VA6PvaH;0.0204;0.0204
deltaTimestampOpeningSection1min <-> diffPriceClose_VA11PPoc;0.0204;0.0204
deltaTimestampOpeningSection1min <-> diffPriceClose_VA11PvaL;0.0200;0.0200
deltaTimestampOpeningSection1min <-> diffPriceClose_VA21PPoc;0.0196;0.0196
deltaTimestampOpeningSection1min <-> bear_imbalance_high_3;0.0196;0.0196
deltaTimestampOpeningSection1min <-> diffPriceClose_VA16PPoc;0.0195;0.0195
deltaTimestampOpeningSection1min <-> diffPriceClose_VA11PvaH;0.0194;0.0194
deltaTimestampOpeningSection1min <-> perct_VA16P;0.0193;0.0193
deltaTimestampOpeningSection1min <-> bullish_bid_score;0.0181;0.0181
deltaTimestampOpeningSection1min <-> bearish_reversal_force;-0.0169;0.0169
deltaTimestampOpeningSection1min <-> diffPriceClose_VA6PPoc;0.0168;0.0168
deltaTimestampOpeningSection1min <-> diffPriceClose_VA6PvaL;0.0163;0.0163
deltaTimestampOpeningSection1min <-> diffPriceClose_VA16PvaH;0.0158;0.0158
deltaTimestampOpeningSection1min <-> diffPriceClose_VA21PvaH;0.0153;0.0153
deltaTimestampOpeningSection1min <-> bull_imbalance_low_2;-0.0152;0.0152
deltaTimestampOpeningSection1min <-> is_in_range_10_32;-0.0148;0.0148
deltaTimestampOpeningSection1min <-> bull_imbalance_high_2;-0.0146;0.0146
deltaTimestampOpeningSection1min <-> ratio_delta_vol_VA21P;-0.0135;0.0135
deltaTimestampOpeningSection1min <-> market_regimeADX;0.0135;0.0135
deltaTimestampOpeningSection1min <-> poc_diff_ratio_6P_21P;-0.0134;0.0134
deltaTimestampOpeningSection1min <-> VolAbv_vol_ratio;-0.0121;0.0121
deltaTimestampOpeningSection1min <-> perctBB;0.0117;0.0117
deltaTimestampOpeningSection1min <-> ratio_delta_vol_VA16P;-0.0109;0.0109
deltaTimestampOpeningSection1min <-> asymetrie_volume;-0.0109;0.0109
deltaTimestampOpeningSection1min <-> poc_diff_6P_21P;0.0107;0.0107
deltaTimestampOpeningSection1min <-> diffLowPrice_0_4;0.0101;0.0101
deltaTimestampOpeningSection1min <-> poc_diff_ratio_6P_16P;-0.0099;0.0099
deltaTimestampOpeningSection1min <-> VolBlw_vol_ratio;0.0098;0.0098
deltaTimestampOpeningSection1min <-> poc_diff_6P_16P;0.0097;0.0097
deltaTimestampOpeningSection1min <-> is_in_range_5_23;-0.0097;0.0097
deltaTimestampOpeningSection1min <-> VolPocVolCandleRatio;0.0097;0.0097
deltaTimestampOpeningSection1min <-> bullish_reversal_force;0.0096;0.0096
deltaTimestampOpeningSection1min <-> diffLowPrice_0_5;0.0095;0.0095
deltaTimestampOpeningSection1min <-> poc_diff_6P_11P;0.0093;0.0093
deltaTimestampOpeningSection1min <-> bearish_extrem_vs_rest_activity_extrem;-0.0091;0.0091
deltaTimestampOpeningSection1min <-> bandWidthBB;0.0090;0.0090
deltaTimestampOpeningSection1min <-> poc_diff_ratio_6P_11P;-0.0090;0.0090
deltaTimestampOpeningSection1min <-> VolCandleMeanxRatio;-0.0081;0.0081
deltaTimestampOpeningSection1min <-> imbalance_score_low;-0.0080;0.0080
deltaTimestampOpeningSection1min <-> bullish_ask_ratio;-0.0079;0.0079
deltaTimestampOpeningSection1min <-> poc_diff_ratio_11P_21P;-0.0078;0.0078
deltaTimestampOpeningSection1min <-> cumDiffVolDeltaRatio;-0.0074;0.0074
deltaTimestampOpeningSection1min <-> bullish_asc_dsc_ratio;0.0071;0.0071
deltaTimestampOpeningSection1min <-> bullish_asc_dynamics;-0.0061;0.0061
deltaTimestampOpeningSection1min <-> overlap_ratio_VA_6P_11P;-0.0053;0.0053
deltaTimestampOpeningSection1min <-> poc_diff_11P_21P;0.0053;0.0053
deltaTimestampOpeningSection1min <-> bear_imbalance_low_0;-0.0052;0.0052
deltaTimestampOpeningSection1min <-> overlap_ratio_VA_6P_16P;-0.0048;0.0048
deltaTimestampOpeningSection1min <-> bullish_ask_abs_ratio_blw;-0.0040;0.0040
deltaTimestampOpeningSection1min <-> overlap_ratio_VA_6P_21P;-0.0036;0.0036
deltaTimestampOpeningSection1min <-> atr;0.0027;0.0027
deltaTimestampOpeningSection1min <-> bearish_bid_score;0.0027;0.0027
deltaTimestampOpeningSection1min <-> overlap_ratio_VA_11P_21P;-0.0019;0.0019
deltaTimestampOpeningSection1min <-> diffVolCandle_0_1Ratio;-0.0012;0.0012
deltaTimestampOpeningSection1min <-> bullish_dsc_dynamics;0.0001;0.0001
deltaTimestampOpeningSection1min <-> extrem_asc_ratio_bullish_extrem;nan;nan
deltaTimestampOpeningSection1min <-> extrem_dsc_ratio_bullish_extrem;nan;nan
deltaTimestampOpeningSection1min <-> extrem_zone_significance_bullish_extrem;nan;nan
deltaTimestampOpeningSection1min <-> extrem_ask_bid_imbalance_bullish;nan;nan
deltaTimestampOpeningSection1min <-> extrem_asc_dsc_comparison_bullish_extrem;nan;nan
deltaTimestampOpeningSection5min <-> deltaTimestampOpeningSection30min;0.9994;0.9994
deltaTimestampOpeningSection1min <-> bearish_repeatAskBid_ratio;0.1332;0.1332
deltaTimestampOpeningSection1min <-> bullish_repeatAskBid_ratio;0.0952;0.0952
deltaTimestampOpeningSection1min <-> absorption_intensity_repeat_bullish_vol;0.0848;0.0848
deltaTimestampOpeningSection1min <-> bullish_absorption_intensity_repeat_count;0.0820;0.0820
deltaTimestampOpeningSection1min <-> bearish_asc_ask_bid_delta_imbalance;-0.0754;0.0754
deltaTimestampOpeningSection5min <-> bearish_ask_bid_ratio;-0.0666;0.0666
deltaTimestampOpeningSection5min <-> ratioDeltaAbv;-0.0615;0.0615
deltaTimestampOpeningSection5min <-> diffVolDelta_0_1Ratio;-0.0594;0.0594
deltaTimestampOpeningSection5min <-> diffPriceCloseVWAP;0.0505;0.0505
deltaTimestampOpeningSection1min <-> bullish_asc_ask_bid_delta_imbalance;-0.0472;0.0472
deltaTimestampOpeningSection5min <-> pocDeltaPocVolRatio;-0.0470;0.0470
deltaTimestampOpeningSection5min <-> bearish_ask_ratio;-0.0469;0.0469
deltaTimestampOpeningSection1min <-> extrem_asc_ratio_bearish_extrem;-0.0466;0.0466
deltaTimestampOpeningSection1min <-> extrem_ask_bid_imbalance_bearish_extrem;-0.0448;0.0448
deltaTimestampOpeningSection5min <-> range_strength_5_23;-0.0428;0.0428
deltaTimestampOpeningSection5min <-> range_strength_10_32;-0.0363;0.0363
deltaTimestampOpeningSection5min <-> ratio_delta_vol_VA6P;-0.0362;0.0362
deltaTimestampOpeningSection5min <-> diffPriceCloseVWAPbyIndex;-0.0354;0.0354
deltaTimestampOpeningSection5min <-> ratio_delta_vol_VA11P;-0.0313;0.0313
deltaTimestampOpeningSection1min <-> bearish_combined_pressure;0.0310;0.0310
deltaTimestampOpeningSection1min <-> extrem_asc_dsc_comparison_bearish_extrem;-0.0303;0.0303
deltaTimestampOpeningSection1min <-> bearish_extrem_dsc_ratio_extrem;0.0291;0.0291
deltaTimestampOpeningSection1min <-> bearish_absorption_intensity_repeat_count;0.0277;0.0277
deltaTimestampOpeningSection1min <-> naked_poc_dist_above;-0.0277;0.0277
deltaTimestampOpeningSection1min <-> extrem_zone_significance_bearish_extrem;-0.0242;0.0242
deltaTimestampOpeningSection5min <-> perct_VA11P;0.0242;0.0242
deltaTimestampOpeningSection5min <-> perct_VA6P;0.0231;0.0231
deltaTimestampOpeningSection5min <-> diffPriceClose_VA21PvaL;0.0225;0.0225
deltaTimestampOpeningSection5min <-> diffPriceClose_VA16PvaL;0.0221;0.0221
deltaTimestampOpeningSection5min <-> ratioDeltaBlw;-0.0219;0.0219
deltaTimestampOpeningSection5min <-> bullish_ask_bid_ratio;0.0214;0.0214
deltaTimestampOpeningSection5min <-> diffPriceClosePoc_0_2;0.0204;0.0204
deltaTimestampOpeningSection5min <-> perct_VA21P;0.0204;0.0204
deltaTimestampOpeningSection5min <-> diffPriceClose_VA6PvaH;0.0203;0.0203
deltaTimestampOpeningSection5min <-> diffPriceClose_VA11PPoc;0.0203;0.0203
deltaTimestampOpeningSection5min <-> diffPriceClose_VA11PvaL;0.0199;0.0199
deltaTimestampOpeningSection5min <-> diffPriceClose_VA21PPoc;0.0195;0.0195
deltaTimestampOpeningSection5min <-> diffPriceClose_VA16PPoc;0.0194;0.0194
deltaTimestampOpeningSection5min <-> diffPriceClose_VA11PvaH;0.0193;0.0193
deltaTimestampOpeningSection5min <-> perct_VA16P;0.0192;0.0192
deltaTimestampOpeningSection1min <-> naked_poc_dist_below;0.0189;0.0189
deltaTimestampOpeningSection5min <-> diffPriceClosePoc_0_4;0.0181;0.0181
deltaTimestampOpeningSection1min <-> bearish_absorption_score;-0.0175;0.0175
deltaTimestampOpeningSection5min <-> diffPriceClosePoc_0_3;0.0170;0.0170
deltaTimestampOpeningSection5min <-> bearish_reversal_force;-0.0168;0.0168
deltaTimestampOpeningSection1min <-> bullish_combined_pressure;0.0167;0.0167
deltaTimestampOpeningSection5min <-> diffPriceClose_VA6PPoc;0.0167;0.0167
deltaTimestampOpeningSection5min <-> diffHighPrice_0_4;0.0165;0.0165
deltaTimestampOpeningSection5min <-> diffPriceClose_VA6PvaL;0.0161;0.0161
deltaTimestampOpeningSection5min <-> diffHighPrice_0_3;0.0158;0.0158
deltaTimestampOpeningSection5min <-> diffPriceClose_VA16PvaH;0.0157;0.0157
deltaTimestampOpeningSection5min <-> diffPriceClose_VA21PvaH;0.0152;0.0152
deltaTimestampOpeningSection5min <-> is_in_range_10_32;-0.0149;0.0149
deltaTimestampOpeningSection1min <-> count_AbvBlw_asym_ratio;-0.0144;0.0144
deltaTimestampOpeningSection1min <-> count_blw_tot_ratio;0.0144;0.0144
deltaTimestampOpeningSection1min <-> count_abv_tot_ratio;-0.0144;0.0144
deltaTimestampOpeningSection1min <-> bearish_dsc_ask_bid_delta_imbalance;-0.0142;0.0142
deltaTimestampOpeningSection5min <-> diffPriceClosePoc_0_5;0.0142;0.0142
deltaTimestampOpeningSection1min <-> bearish_absorption_ratio;0.0141;0.0141
deltaTimestampOpeningSection5min <-> diffHighPrice_0_2;0.0137;0.0137
deltaTimestampOpeningSection5min <-> ratio_delta_vol_VA21P;-0.0136;0.0136
deltaTimestampOpeningSection5min <-> market_regimeADX;0.0136;0.0136
deltaTimestampOpeningSection5min <-> poc_diff_ratio_6P_21P;-0.0135;0.0135
deltaTimestampOpeningSection1min <-> vol_volatility_score;-0.0133;0.0133
deltaTimestampOpeningSection5min <-> diffHighPrice_0_5;0.0130;0.0130
deltaTimestampOpeningSection5min <-> diffPriceClosePoc_0_0;0.0127;0.0127
deltaTimestampOpeningSection5min <-> diffPriceClosePoc_0_1;0.0127;0.0127
deltaTimestampOpeningSection5min <-> candleSizeTicks;0.0121;0.0121
deltaTimestampOpeningSection5min <-> VolAbv_vol_ratio;-0.0120;0.0120
deltaTimestampOpeningSection5min <-> perctBB;0.0116;0.0116
deltaTimestampOpeningSection1min <-> absorption_intensity_repeat_bearish_vol;0.0113;0.0113
deltaTimestampOpeningSection5min <-> ratio_delta_vol_VA16P;-0.0110;0.0110
deltaTimestampOpeningSection5min <-> poc_diff_6P_21P;0.0107;0.0107
deltaTimestampOpeningSection5min <-> asymetrie_volume;-0.0107;0.0107
deltaTimestampOpeningSection5min <-> diffHighPrice_0_1;0.0103;0.0103
deltaTimestampOpeningSection1min <-> bearish_market_context_score;-0.0102;0.0102
deltaTimestampOpeningSection5min <-> diffLowPrice_0_2;0.0102;0.0102
deltaTimestampOpeningSection5min <-> poc_diff_ratio_6P_16P;-0.0101;0.0101
deltaTimestampOpeningSection5min <-> diffLowPrice_0_4;0.0100;0.0100
deltaTimestampOpeningSection5min <-> VolPocVolCandleRatio;0.0098;0.0098
deltaTimestampOpeningSection5min <-> poc_diff_6P_16P;0.0097;0.0097
deltaTimestampOpeningSection5min <-> is_in_range_5_23;-0.0096;0.0096
deltaTimestampOpeningSection5min <-> VolBlw_vol_ratio;0.0096;0.0096
deltaTimestampOpeningSection5min <-> bullish_reversal_force;0.0095;0.0095
deltaTimestampOpeningSection5min <-> diffLowPrice_0_5;0.0094;0.0094
deltaTimestampOpeningSection5min <-> poc_diff_6P_11P;0.0094;0.0094
deltaTimestampOpeningSection5min <-> diffLowPrice_0_3;0.0091;0.0091
deltaTimestampOpeningSection5min <-> poc_diff_ratio_6P_11P;-0.0091;0.0091
deltaTimestampOpeningSection5min <-> bandWidthBB;0.0090;0.0090
deltaTimestampOpeningSection1min <-> bullish_market_context_score;-0.0083;0.0083
deltaTimestampOpeningSection5min <-> VolCandleMeanxRatio;-0.0083;0.0083
deltaTimestampOpeningSection5min <-> poc_diff_ratio_11P_21P;-0.0078;0.0078
deltaTimestampOpeningSection5min <-> cumDiffVolDeltaRatio;-0.0075;0.0075
deltaTimestampOpeningSection1min <-> bullish_absorption_ratio;0.0071;0.0071
deltaTimestampOpeningSection1min <-> bullish_asc_ask_bid_imbalance;-0.0061;0.0061
deltaTimestampOpeningSection5min <-> overlap_ratio_VA_6P_11P;-0.0053;0.0053
deltaTimestampOpeningSection5min <-> poc_diff_11P_21P;0.0053;0.0053
deltaTimestampOpeningSection1min <-> diffLowPrice_0_1;0.0049;0.0049
deltaTimestampOpeningSection5min <-> overlap_ratio_VA_6P_16P;-0.0049;0.0049
deltaTimestampOpeningSection5min <-> diffLowPrice_0_1;0.0047;0.0047
deltaTimestampOpeningSection1min <-> bullish_absorption_score;0.0044;0.0044
deltaTimestampOpeningSection5min <-> overlap_ratio_VA_6P_21P;-0.0036;0.0036
deltaTimestampOpeningSection1min <-> bullish_imbalance_evolution;-0.0034;0.0034
deltaTimestampOpeningSection1min <-> bullish_dsc_ask_bid_delta_imbalance;0.0030;0.0030
deltaTimestampOpeningSection5min <-> atr;0.0026;0.0026
deltaTimestampOpeningSection5min <-> overlap_ratio_VA_11P_21P;-0.0019;0.0019
deltaTimestampOpeningSection1min <-> price_volume_dynamic;0.0013;0.0013
deltaTimestampOpeningSection5min <-> diffVolCandle_0_1Ratio;-0.0013;0.0013
deltaTimestampOpeningSection1min <-> bullish_dsc_ask_bid_imbalance;0.0001;0.0001
deltaTimestampOpeningSection5min <-> bullish_extrem_revIntensity_ratio_extrem;nan;nan
deltaTimestampOpeningSection5min <-> bullish_extrem_zone_volume_ratio_extrem;nan;nan
deltaTimestampOpeningSection5min <-> bearish_extrem_pressure_ratio_extrem;0.0603;0.0603
